rep,host,t,delay_sec
0,24,22000.0,0.068909875329
0,24,23000.0,
0,24,24000.0,0.148558548589
0,24,25000.0,0.148558548589
0,24,26000.0,0.148558548589
0,24,27000.0,
0,24,28000.0,
0,24,29000.0,
0,24,30000.0,
0,24,31000.0,3.064908925035
0,24,32000.0,3.064908925035
0,24,33000.0,3.064908925035
0,24,34000.0,
0,24,35000.0,0.064090874982
0,24,36000.0,0.064090874982
0,24,37000.0,0.064090874982
0,24,38000.0,
0,24,39000.0,
0,24,40000.0,0.038769736994
0,24,41000.0,0.038769736994
0,24,42000.0,0.038769736994
0,24,43000.0,
0,24,44000.0,0.052688737012
0,24,45000.0,0.052688737012
0,24,46000.0,0.052688737012
0,24,47000.0,
0,24,48000.0,
0,24,49000.0,0.031800898315
0,24,50000.0,0.031800898315
1,0,5000.0,
1,0,6000.0,
1,0,7000.0,0.048201416777
1,0,8000.0,0.048201416777
1,0,9000.0,0.048201416777
1,0,10000.0,
1,0,11000.0,
1,0,12000.0,0.052373509428
1,0,13000.0,0.052373509428
1,0,14000.0,0.052373509428
1,0,15000.0,
1,0,16000.0,
1,0,17000.0,
1,0,18000.0,
1,0,19000.0,
1,0,20000.0,
1,0,21000.0,
1,0,22000.0,
1,0,23000.0,
1,0,24000.0,
1,0,25000.0,
1,0,26000.0,
1,0,27000.0,
1,0,28000.0,3.905053989054
1,0,29000.0,3.905053989054
1,0,30000.0,3.905053989054
1,0,31000.0,
1,0,32000.0,0.033355386751
1,0,33000.0,0.033355386751
1,0,34000.0,0.033355386751
1,0,35000.0,
1,0,36000.0,
1,0,37000.0,
1,0,38000.0,
1,0,39000.0,
1,0,40000.0,
1,0,41000.0,3.434318884733
1,0,42000.0,3.434318884733
1,0,43000.0,3.434318884733
1,0,44000.0,
1,0,45000.0,0.060443543158
1,0,46000.0,0.060443543158
1,0,47000.0,0.060443543158
1,0,48000.0,0.047848401754
1,0,49000.0,0.047848401754
1,0,50000.0,0.047848401754
1,1,5000.0,
1,1,6000.0,
1,1,7000.0,
1,1,8000.0,5.558164839707
1,1,9000.0,5.558164839707
1,1,10000.0,5.558164839707
1,1,11000.0,
1,1,12000.0,0.047812846781
1,1,13000.0,0.047812846781
1,1,14000.0,0.047812846781
1,1,15000.0,
1,1,16000.0,
1,1,17000.0,
1,1,18000.0,0.06444567474
1,1,19000.0,0.06444567474
1,1,20000.0,0.06444567474
1,1,21000.0,
1,1,22000.0,
1,1,23000.0,0.345300325449
1,1,24000.0,0.345300325449
1,1,25000.0,0.345300325449
1,1,26000.0,
1,1,27000.0,
1,1,28000.0,
1,1,29000.0,
1,1,30000.0,0.103991228777
1,1,31000.0,0.103991228777
1,1,32000.0,0.103991228777
1,1,33000.0,
1,1,34000.0,0.037517773915
1,1,35000.0,0.037517773915
1,1,36000.0,0.037517773915
1,1,37000.0,
1,1,38000.0,
1,1,39000.0,0.039949427062
1,1,40000.0,0.039949427062
1,1,41000.0,0.039949427062
1,1,42000.0,
1,1,43000.0,0.057469080641
1,1,44000.0,0.057469080641
1,1,45000.0,0.057469080641
1,1,46000.0,0.081389730032
1,1,47000.0,0.081389730032
1,1,48000.0,0.081389730032
1,1,49000.0,
1,1,50000.0,
1,2,5000.0,
1,2,6000.0,
1,2,7000.0,
1,2,8000.0,
1,2,9000.0,
1,2,10000.0,
1,2,11000.0,
1,2,12000.0,
1,2,13000.0,
1,2,14000.0,
1,2,15000.0,
1,2,16000.0,
1,2,17000.0,
1,2,18000.0,
1,2,19000.0,
1,2,20000.0,
1,2,21000.0,
1,2,22000.0,
1,2,23000.0,0.065236893387
1,2,24000.0,0.065236893387
1,2,25000.0,0.065236893387
1,2,26000.0,
1,2,27000.0,
1,2,28000.0,
1,2,29000.0,
1,2,30000.0,
1,2,31000.0,
1,2,32000.0,
1,2,33000.0,
1,2,34000.0,
1,2,35000.0,
1,2,36000.0,
1,2,37000.0,
1,2,38000.0,
1,2,39000.0,
1,2,40000.0,4.275753793015
1,2,41000.0,4.275753793015
1,2,42000.0,4.275753793015
1,2,43000.0,
1,2,44000.0,
1,2,45000.0,
1,2,46000.0,
1,2,47000.0,0.958931937722
1,2,48000.0,0.958931937722
1,2,49000.0,0.958931937722
1,2,50000.0,
1,4,5000.0,
1,4,6000.0,0.076461900575
1,4,7000.0,0.076461900575
1,4,8000.0,0.076461900575
1,4,9000.0,
1,4,10000.0,0.035707156654
1,4,11000.0,0.035707156654
1,4,12000.0,0.035707156654
1,4,13000.0,
1,4,14000.0,
1,4,15000.0,0.176274465423
1,4,16000.0,0.176274465423
1,4,17000.0,0.176274465423
1,4,18000.0,0.05347710314
1,4,19000.0,0.05347710314
1,4,20000.0,0.05347710314
1,4,21000.0,
1,4,22000.0,
1,4,23000.0,
1,4,24000.0,0.130663048998
1,4,25000.0,0.130663048998
1,4,26000.0,0.130663048998
1,4,27000.0,
1,4,28000.0,
1,4,29000.0,0.083614615595
1,4,30000.0,0.083614615595
1,4,31000.0,0.083614615595
1,4,32000.0,
1,4,33000.0,0.034975888358
1,4,34000.0,0.034975888358
1,4,35000.0,0.034975888358
1,4,36000.0,
1,4,37000.0,0.404843020342
1,4,38000.0,0.404843020342
1,4,39000.0,0.404843020342
1,4,40000.0,
1,4,41000.0,0.044714597894
1,4,42000.0,0.044714597894
1,4,43000.0,0.044714597894
1,4,44000.0,
1,4,45000.0,0.08715890714
1,4,46000.0,0.08715890714
1,4,47000.0,0.08715890714
1,4,48000.0,
1,4,49000.0,
1,4,50000.0,0.115955999468
1,5,5000.0,
1,5,6000.0,
1,5,7000.0,
1,5,8000.0,
1,5,9000.0,
1,5,10000.0,
1,5,11000.0,
1,5,12000.0,
1,5,13000.0,
1,5,14000.0,
1,5,15000.0,
1,5,16000.0,
1,5,17000.0,
1,5,18000.0,9.309014508288
1,5,19000.0,9.309014508288
1,5,20000.0,9.309014508288
1,5,21000.0,
1,5,22000.0,0.372469435835
1,5,23000.0,0.372469435835
1,5,24000.0,0.372469435835
1,5,25000.0,
1,5,26000.0,
1,5,27000.0,
1,5,28000.0,0.163492002929
1,5,29000.0,0.163492002929
1,5,30000.0,0.163492002929
1,5,31000.0,
1,5,32000.0,
1,5,33000.0,
1,5,34000.0,
1,5,35000.0,0.032124012078
1,5,36000.0,0.032124012078
1,5,37000.0,0.032124012078
1,5,38000.0,0.024097344567
1,5,39000.0,0.024097344567
1,5,40000.0,0.024097344567
1,5,41000.0,
1,5,42000.0,0.02038000692
1,5,43000.0,0.02038000692
1,5,44000.0,0.02038000692
1,5,45000.0,
1,5,46000.0,0.147730988234
1,5,47000.0,0.147730988234
1,5,48000.0,0.147730988234
1,5,49000.0,
1,5,50000.0,0.054525941932
1,6,5000.0,
1,6,6000.0,
1,6,7000.0,
1,6,8000.0,6.011280717702
1,6,9000.0,6.011280717702
1,6,10000.0,6.011280717702
1,6,11000.0,
1,6,12000.0,
1,6,13000.0,
1,6,14000.0,
1,6,15000.0,0.090467982152
1,6,16000.0,0.090467982152
1,6,17000.0,0.090467982152
1,6,18000.0,
1,6,19000.0,0.008214074888
1,6,20000.0,0.008214074888
1,6,21000.0,0.008214074888
1,6,22000.0,
1,6,23000.0,0.048301517533
1,6,24000.0,0.048301517533
1,6,25000.0,0.048301517533
1,6,26000.0,0.011056669577
1,6,27000.0,0.011056669577
1,6,28000.0,0.011056669577
1,6,29000.0,
1,6,30000.0,
1,6,31000.0,
1,6,32000.0,
1,6,33000.0,
1,6,34000.0,0.042638125547
1,6,35000.0,0.042638125547
1,6,36000.0,0.042638125547
1,6,37000.0,
1,6,38000.0,0.021648356467
1,6,39000.0,0.021648356467
1,6,40000.0,0.021648356467
1,6,41000.0,0.029522407825
1,6,42000.0,0.029522407825
1,6,43000.0,0.029522407825
1,6,44000.0,
1,6,45000.0,0.018328366872
1,6,46000.0,0.018328366872
1,6,47000.0,0.018328366872
1,6,48000.0,
1,6,49000.0,0.015166017549
1,6,50000.0,0.015166017549
1,7,5000.0,
1,7,6000.0,
1,7,7000.0,
1,7,8000.0,
1,7,9000.0,
1,7,10000.0,6.958109310528
1,7,11000.0,6.958109310528
1,7,12000.0,6.958109310528
1,7,13000.0,
1,7,14000.0,
1,7,15000.0,
1,7,16000.0,
1,7,17000.0,
1,7,18000.0,0.092770896855
1,7,19000.0,0.092770896855
1,7,20000.0,0.092770896855
1,7,21000.0,
1,7,22000.0,0.062190032222
1,7,23000.0,0.062190032222
1,7,24000.0,0.062190032222
1,7,25000.0,
1,7,26000.0,0.052628901328
1,7,27000.0,0.052628901328
1,7,28000.0,0.052628901328
1,7,29000.0,
1,7,30000.0,
1,7,31000.0,0.038256567486
1,7,32000.0,0.038256567486
1,7,33000.0,0.038256567486
1,7,34000.0,
1,7,35000.0,
1,7,36000.0,0.0672761862
1,7,37000.0,0.0672761862
1,7,38000.0,0.0672761862
1,7,39000.0,
1,7,40000.0,
1,7,41000.0,0.049391717964
1,7,42000.0,0.049391717964
1,7,43000.0,0.049391717964
1,7,44000.0,
1,7,45000.0,0.033272706623
1,7,46000.0,0.033272706623
1,7,47000.0,0.033272706623
1,7,48000.0,
1,7,49000.0,
1,7,50000.0,0.273139037803
1,8,5000.0,
1,8,6000.0,
1,8,7000.0,
1,8,8000.0,
1,8,9000.0,
1,8,10000.0,
1,8,11000.0,
1,8,12000.0,
1,8,13000.0,1.555817530296
1,8,14000.0,1.555817530296
1,8,15000.0,1.555817530296
1,8,16000.0,
1,8,17000.0,
1,8,18000.0,
1,8,19000.0,
1,8,20000.0,
1,8,21000.0,
1,8,22000.0,0.073191842214
1,8,23000.0,0.073191842214
1,8,24000.0,0.073191842214
1,8,25000.0,0.034737157004
1,8,26000.0,0.034737157004
1,8,27000.0,0.034737157004
1,8,28000.0,
1,8,29000.0,
1,8,30000.0,
1,8,31000.0,0.043653638504
1,8,32000.0,0.043653638504
1,8,33000.0,0.043653638504
1,8,34000.0,
1,8,35000.0,
1,8,36000.0,
1,8,37000.0,
1,8,38000.0,0.024502583449
1,8,39000.0,0.024502583449
1,8,40000.0,0.024502583449
1,8,41000.0,
1,8,42000.0,
1,8,43000.0,0.025434193927
1,8,44000.0,0.025434193927
1,8,45000.0,0.025434193927
1,8,46000.0,
1,8,47000.0,0.028995697832
1,8,48000.0,0.028995697832
1,8,49000.0,0.028995697832
1,8,50000.0,
1,9,5000.0,
1,9,6000.0,
1,9,7000.0,
1,9,8000.0,
1,9,9000.0,
1,9,10000.0,
1,9,11000.0,0.023337486069
1,9,12000.0,0.023337486069
1,9,13000.0,0.023337486069
1,9,14000.0,
1,9,15000.0,
1,9,16000.0,
1,9,17000.0,
1,9,18000.0,3.480440044532
1,9,19000.0,3.480440044532
1,9,20000.0,3.480440044532
1,9,21000.0,
1,9,22000.0,
1,9,23000.0,0.872282571465
1,9,24000.0,0.872282571465
1,9,25000.0,0.872282571465
1,9,26000.0,
1,9,27000.0,
1,9,28000.0,0.020955472576
1,9,29000.0,0.020955472576
1,9,30000.0,0.020955472576
1,9,31000.0,0.019849523749
1,9,32000.0,0.019849523749
1,9,33000.0,0.019849523749
1,9,34000.0,
1,9,35000.0,
1,9,36000.0,0.030731128311
1,9,37000.0,0.030731128311
1,9,38000.0,0.030731128311
1,9,39000.0,
1,9,40000.0,
1,9,41000.0,0.041075147508
1,9,42000.0,0.041075147508
1,9,43000.0,0.041075147508
1,9,44000.0,
1,9,45000.0,0.033065439538
1,9,46000.0,0.033065439538
1,9,47000.0,0.033065439538
1,9,48000.0,
1,9,49000.0,
1,9,50000.0,0.061023110763
1,10,5000.0,
1,10,6000.0,
1,10,7000.0,
1,10,8000.0,
1,10,9000.0,0.138634749783
1,10,10000.0,0.138634749783
1,10,11000.0,0.138634749783
1,10,12000.0,
1,10,13000.0,
1,10,14000.0,
1,10,15000.0,
1,10,16000.0,
1,10,17000.0,0.176938542248
1,10,18000.0,0.176938542248
1,10,19000.0,0.176938542248
1,10,20000.0,
1,10,21000.0,0.031534280048
1,10,22000.0,0.031534280048
1,10,23000.0,0.031534280048
1,10,24000.0,
1,10,25000.0,
1,10,26000.0,0.101878788106
1,10,27000.0,0.101878788106
1,10,28000.0,0.101878788106
1,10,29000.0,
1,10,30000.0,0.027825205811
1,10,31000.0,0.027825205811
1,10,32000.0,0.027825205811
1,10,33000.0,
1,10,34000.0,0.019940983099
1,10,35000.0,0.019940983099
1,10,36000.0,0.019940983099
1,10,37000.0,
1,10,38000.0,0.016125206804
1,10,39000.0,0.016125206804
1,10,40000.0,0.016125206804
1,10,41000.0,
1,10,42000.0,
1,10,43000.0,0.14409939872
1,10,44000.0,0.14409939872
1,10,45000.0,0.14409939872
1,10,46000.0,
1,10,47000.0,0.100865363549
1,10,48000.0,0.100865363549
1,10,49000.0,0.100865363549
1,10,50000.0,
1,11,5000.0,3.007565351522
1,11,6000.0,3.007565351522
1,11,7000.0,3.007565351522
1,11,8000.0,
1,11,9000.0,
1,11,10000.0,
1,11,11000.0,
1,11,12000.0,
1,11,13000.0,
1,11,14000.0,
1,11,15000.0,
1,11,16000.0,
1,11,17000.0,
1,11,18000.0,9.007305708882
1,11,19000.0,9.007305708882
1,11,20000.0,9.007305708882
1,11,21000.0,
1,11,22000.0,0.008693523009
1,11,23000.0,0.008693523009
1,11,24000.0,0.008693523009
1,11,25000.0,
1,11,26000.0,0.007633318231
1,11,27000.0,0.007633318231
1,11,28000.0,0.007633318231
1,11,29000.0,
1,11,30000.0,0.094565413723
1,11,31000.0,0.094565413723
1,11,32000.0,0.094565413723
1,11,33000.0,
1,11,34000.0,
1,11,35000.0,0.008353034043
1,11,36000.0,0.008353034043
1,11,37000.0,0.008353034043
1,11,38000.0,0.010898930522
1,11,39000.0,0.010898930522
1,11,40000.0,0.010898930522
1,11,41000.0,
1,11,42000.0,0.015785158383
1,11,43000.0,0.015785158383
1,11,44000.0,0.015785158383
1,11,45000.0,
1,11,46000.0,0.082188992472
1,11,47000.0,0.082188992472
1,11,48000.0,0.082188992472
1,11,49000.0,
1,11,50000.0,
1,12,5000.0,0.02007115743
1,12,6000.0,0.02007115743
1,12,7000.0,0.02007115743
1,12,8000.0,
1,12,9000.0,
1,12,10000.0,0.007654599865
1,12,11000.0,0.007654599865
1,12,12000.0,0.007654599865
1,12,13000.0,
1,12,14000.0,0.008394268582
1,12,15000.0,0.008394268582
1,12,16000.0,0.008394268582
1,12,17000.0,0.01161802291
1,12,18000.0,0.01161802291
1,12,19000.0,0.01161802291
1,12,20000.0,
1,12,21000.0,0.009615716889
1,12,22000.0,0.009615716889
1,12,23000.0,0.009615716889
1,12,24000.0,
1,12,25000.0,
1,12,26000.0,0.041655658616
1,12,27000.0,0.041655658616
1,12,28000.0,0.041655658616
1,12,29000.0,
1,12,30000.0,0.008233218357
1,12,31000.0,0.008233218357
1,12,32000.0,0.008233218357
1,12,33000.0,
1,12,34000.0,0.021499082275
1,12,35000.0,0.021499082275
1,12,36000.0,0.021499082275
1,12,37000.0,
1,12,38000.0,
1,12,39000.0,0.012039861993
1,12,40000.0,0.012039861993
1,12,41000.0,0.012039861993
1,12,42000.0,
1,12,43000.0,
1,12,44000.0,0.008013025594
1,12,45000.0,0.008013025594
1,12,46000.0,0.008013025594
1,12,47000.0,
1,12,48000.0,0.012019720171
1,12,49000.0,0.012019720171
1,12,50000.0,0.012019720171
1,13,5000.0,
1,13,6000.0,0.024727925624
1,13,7000.0,0.024727925624
1,13,8000.0,0.024727925624
1,13,9000.0,
1,13,10000.0,
1,13,11000.0,0.008850649379
1,13,12000.0,0.008850649379
1,13,13000.0,0.008850649379
1,13,14000.0,
1,13,15000.0,0.063158655936
1,13,16000.0,0.063158655936
1,13,17000.0,0.063158655936
1,13,18000.0,
1,13,19000.0,0.008130589984
1,13,20000.0,0.008130589984
1,13,21000.0,0.008130589984
1,13,22000.0,
1,13,23000.0,0.010394948638
1,13,24000.0,0.010394948638
1,13,25000.0,0.010394948638
1,13,26000.0,
1,13,27000.0,0.018699972614
1,13,28000.0,0.018699972614
1,13,29000.0,0.018699972614
1,13,30000.0,0.013220373395
1,13,31000.0,0.013220373395
1,13,32000.0,0.013220373395
1,13,33000.0,
1,13,34000.0,
1,13,35000.0,0.021820127456
1,13,36000.0,0.021820127456
1,13,37000.0,0.021820127456
1,13,38000.0,
1,13,39000.0,0.008510589984
1,13,40000.0,0.008510589984
1,13,41000.0,0.008510589984
1,13,42000.0,
1,13,43000.0,
1,13,44000.0,0.008270589984
1,13,45000.0,0.008270589984
1,13,46000.0,0.008270589984
1,13,47000.0,
1,13,48000.0,0.009900111789
1,13,49000.0,0.009900111789
1,13,50000.0,0.009900111789
1,14,5000.0,0.871070127516
1,14,6000.0,
1,14,7000.0,0.035490743423
1,14,8000.0,0.035490743423
1,14,9000.0,0.035490743423
1,14,10000.0,
1,14,11000.0,
1,14,12000.0,0.03721648674
1,14,13000.0,0.03721648674
1,14,14000.0,0.03721648674
1,14,15000.0,
1,14,16000.0,0.068333738904
1,14,17000.0,0.068333738904
1,14,18000.0,0.068333738904
1,14,19000.0,0.030608991747
1,14,20000.0,0.030608991747
1,14,21000.0,0.030608991747
1,14,22000.0,
1,14,23000.0,
1,14,24000.0,0.07438317902
1,14,25000.0,0.07438317902
1,14,26000.0,0.07438317902
1,14,27000.0,
1,14,28000.0,
1,14,29000.0,
1,14,30000.0,0.028577957306
1,14,31000.0,0.028577957306
1,14,32000.0,0.028577957306
1,14,33000.0,
1,14,34000.0,
1,14,35000.0,0.053533934392
1,14,36000.0,0.053533934392
1,14,37000.0,0.053533934392
1,14,38000.0,0.029372852436
1,14,39000.0,0.029372852436
1,14,40000.0,0.029372852436
1,14,41000.0,
1,14,42000.0,
1,14,43000.0,0.152324817348
1,14,44000.0,0.152324817348
1,14,45000.0,0.152324817348
1,14,46000.0,
1,14,47000.0,0.059294445997
1,14,48000.0,0.059294445997
1,14,49000.0,0.059294445997
1,14,50000.0,
1,15,5000.0,
1,15,6000.0,0.050667145539
1,15,7000.0,0.050667145539
1,15,8000.0,0.050667145539
1,15,9000.0,
1,15,10000.0,0.056842114145
1,15,11000.0,0.056842114145
1,15,12000.0,0.056842114145
1,15,13000.0,
1,15,14000.0,
1,15,15000.0,
1,15,16000.0,
1,15,17000.0,0.018909518432
1,15,18000.0,0.018909518432
1,15,19000.0,0.018909518432
1,15,20000.0,
1,15,21000.0,0.016145887039
1,15,22000.0,0.016145887039
1,15,23000.0,0.016145887039
1,15,24000.0,
1,15,25000.0,
1,15,26000.0,0.008514786692
1,15,27000.0,0.008514786692
1,15,28000.0,0.008514786692
1,15,29000.0,0.029950734703
1,15,30000.0,0.029950734703
1,15,31000.0,0.029950734703
1,15,32000.0,0.012119881047
1,15,33000.0,0.012119881047
1,15,34000.0,0.012119881047
1,15,35000.0,
1,15,36000.0,
1,15,37000.0,0.036884878163
1,15,38000.0,0.036884878163
1,15,39000.0,0.036884878163
1,15,40000.0,
1,15,41000.0,0.010315304096
1,15,42000.0,0.010315304096
1,15,43000.0,0.010315304096
1,15,44000.0,
1,15,45000.0,
1,15,46000.0,0.042370867081
1,15,47000.0,0.042370867081
1,15,48000.0,0.042370867081
1,15,49000.0,
1,15,50000.0,
1,16,5000.0,
1,16,6000.0,
1,16,7000.0,
1,16,8000.0,
1,16,9000.0,
1,16,10000.0,
1,16,11000.0,
1,16,12000.0,
1,16,13000.0,0.068958949156
1,16,14000.0,0.068958949156
1,16,15000.0,0.068958949156
1,16,16000.0,0.028460114854
1,16,17000.0,0.028460114854
1,16,18000.0,0.028460114854
1,16,19000.0,
1,16,20000.0,
1,16,21000.0,
1,16,22000.0,0.131409907952
1,16,23000.0,0.131409907952
1,16,24000.0,0.131409907952
1,16,25000.0,
1,16,26000.0,
1,16,27000.0,
1,16,28000.0,0.15777876496
1,16,29000.0,0.15777876496
1,16,30000.0,0.15777876496
1,16,31000.0,
1,16,32000.0,
1,16,33000.0,
1,16,34000.0,
1,16,35000.0,
1,16,36000.0,
1,16,37000.0,
1,16,38000.0,
1,16,39000.0,
1,16,40000.0,
1,16,41000.0,
1,16,42000.0,
1,16,43000.0,
1,16,44000.0,0.024300667701
1,16,45000.0,0.024300667701
1,16,46000.0,0.024300667701
1,16,47000.0,
1,16,48000.0,
1,16,49000.0,0.031447099508
1,16,50000.0,0.031447099508
1,17,5000.0,
1,17,6000.0,
1,17,7000.0,
1,17,8000.0,
1,17,9000.0,
1,17,10000.0,3.369900150908
1,17,11000.0,3.369900150908
1,17,12000.0,3.369900150908
1,17,13000.0,
1,17,14000.0,0.050086898729
1,17,15000.0,0.050086898729
1,17,16000.0,0.050086898729
1,17,17000.0,
1,17,18000.0,
1,17,19000.0,0.034390736099
1,17,20000.0,0.034390736099
1,17,21000.0,0.034390736099
1,17,22000.0,
1,17,23000.0,
1,17,24000.0,0.114150796287
1,17,25000.0,0.114150796287
1,17,26000.0,0.114150796287
1,17,27000.0,
1,17,28000.0,
1,17,29000.0,
1,17,30000.0,
1,17,31000.0,
1,17,32000.0,3.04709512177
1,17,33000.0,3.04709512177
1,17,34000.0,3.04709512177
1,17,35000.0,
1,17,36000.0,0.058005426666
1,17,37000.0,0.058005426666
1,17,38000.0,0.058005426666
1,17,39000.0,
1,17,40000.0,0.086420048487
1,17,41000.0,0.086420048487
1,17,42000.0,0.086420048487
1,17,43000.0,
1,17,44000.0,0.03173077961
1,17,45000.0,0.03173077961
1,17,46000.0,0.03173077961
1,17,47000.0,
1,17,48000.0,
1,17,49000.0,0.03171212123
1,17,50000.0,0.03171212123
1,18,5000.0,
1,18,6000.0,0.013214386168
1,18,7000.0,0.013214386168
1,18,8000.0,0.013214386168
1,18,9000.0,
1,18,10000.0,0.007572789626
1,18,11000.0,0.007572789626
1,18,12000.0,0.007572789626
1,18,13000.0,
1,18,14000.0,0.008532789626
1,18,15000.0,0.008532789626
1,18,16000.0,0.008532789626
1,18,17000.0,
1,18,18000.0,
1,18,19000.0,
1,18,20000.0,
1,18,21000.0,3.123896456316
1,18,22000.0,3.123896456316
1,18,23000.0,3.123896456316
1,18,24000.0,
1,18,25000.0,0.020080789626
1,18,26000.0,0.020080789626
1,18,27000.0,0.020080789626
1,18,28000.0,
1,18,29000.0,0.011758788989
1,18,30000.0,0.011758788989
1,18,31000.0,0.011758788989
1,18,32000.0,0.007932789626
1,18,33000.0,0.007932789626
1,18,34000.0,0.007932789626
1,18,35000.0,
1,18,36000.0,0.008532789626
1,18,37000.0,0.008532789626
1,18,38000.0,0.008532789626
1,18,39000.0,
1,18,40000.0,0.008152789626
1,18,41000.0,0.008152789626
1,18,42000.0,0.008152789626
1,18,43000.0,
1,18,44000.0,
1,18,45000.0,0.052333769411
1,18,46000.0,0.052333769411
1,18,47000.0,0.052333769411
1,18,48000.0,0.012199682822
1,18,49000.0,0.012199682822
1,18,50000.0,0.012199682822
1,19,5000.0,
1,19,6000.0,
1,19,7000.0,
1,19,8000.0,
1,19,9000.0,
1,19,10000.0,
1,19,11000.0,9.077441874939
1,19,12000.0,9.077441874939
1,19,13000.0,9.077441874939
1,19,14000.0,0.049015641378
1,19,15000.0,0.049015641378
1,19,16000.0,0.049015641378
1,19,17000.0,
1,19,18000.0,0.013564422237
1,19,19000.0,0.013564422237
1,19,20000.0,0.013564422237
1,19,21000.0,0.010140916059
1,19,22000.0,0.010140916059
1,19,23000.0,0.010140916059
1,19,24000.0,
1,19,25000.0,
1,19,26000.0,0.008633052327
1,19,27000.0,0.008633052327
1,19,28000.0,0.008633052327
1,19,29000.0,
1,19,30000.0,0.008173004573
1,19,31000.0,0.008173004573
1,19,32000.0,0.008173004573
1,19,33000.0,
1,19,34000.0,0.016707766884
1,19,35000.0,0.016707766884
1,19,36000.0,0.016707766884
1,19,37000.0,
1,19,38000.0,0.007793098763
1,19,39000.0,0.007793098763
1,19,40000.0,0.007793098763
1,19,41000.0,
1,19,42000.0,0.014965710105
1,19,43000.0,0.014965710105
1,19,44000.0,0.014965710105
1,19,45000.0,
1,19,46000.0,0.008633456347
1,19,47000.0,0.008633456347
1,19,48000.0,0.008633456347
1,19,49000.0,0.007993645377
1,19,50000.0,0.007993645377
1,20,5000.0,
1,20,6000.0,
1,20,7000.0,
1,20,8000.0,
1,20,9000.0,0.1140112393
1,20,10000.0,0.1140112393
1,20,11000.0,0.1140112393
1,20,12000.0,
1,20,13000.0,0.020050715676
1,20,14000.0,0.020050715676
1,20,15000.0,0.020050715676
1,20,16000.0,0.028605245058
1,20,17000.0,0.028605245058
1,20,18000.0,0.028605245058
1,20,19000.0,
1,20,20000.0,
1,20,21000.0,0.031842676444
1,20,22000.0,0.031842676444
1,20,23000.0,0.031842676444
1,20,24000.0,0.030492259555
1,20,25000.0,0.030492259555
1,20,26000.0,0.030492259555
1,20,27000.0,
1,20,28000.0,
1,20,29000.0,
1,20,30000.0,0.225480945882
1,20,31000.0,0.225480945882
1,20,32000.0,0.225480945882
1,20,33000.0,
1,20,34000.0,
1,20,35000.0,
1,20,36000.0,
1,20,37000.0,0.111825095556
1,20,38000.0,0.111825095556
1,20,39000.0,0.111825095556
1,20,40000.0,
1,20,41000.0,
1,20,42000.0,0.015704079949
1,20,43000.0,0.015704079949
1,20,44000.0,0.015704079949
1,20,45000.0,
1,20,46000.0,0.028225171647
1,20,47000.0,0.028225171647
1,20,48000.0,0.028225171647
1,20,49000.0,
1,20,50000.0,0.066905727923
1,21,5000.0,
1,21,6000.0,
1,21,7000.0,0.038437451415
1,21,8000.0,0.038437451415
1,21,9000.0,0.038437451415
1,21,10000.0,
1,21,11000.0,
1,21,12000.0,
1,21,13000.0,0.559862340065
1,21,14000.0,0.559862340065
1,21,15000.0,0.559862340065
1,21,16000.0,
1,21,17000.0,
1,21,18000.0,0.065428233741
1,21,19000.0,0.065428233741
1,21,20000.0,0.065428233741
1,21,21000.0,
1,21,22000.0,
1,21,23000.0,0.130471145897
1,21,24000.0,0.130471145897
1,21,25000.0,0.130471145897
1,21,26000.0,
1,21,27000.0,
1,21,28000.0,
1,21,29000.0,
1,21,30000.0,
1,21,31000.0,
1,21,32000.0,0.035795478244
1,21,33000.0,0.035795478244
1,21,34000.0,0.035795478244
1,21,35000.0,
1,21,36000.0,
1,21,37000.0,0.081189636724
1,21,38000.0,0.081189636724
1,21,39000.0,0.081189636724
1,21,40000.0,
1,21,41000.0,0.076346012
1,21,42000.0,0.076346012
1,21,43000.0,0.076346012
1,21,44000.0,
1,21,45000.0,
1,21,46000.0,0.225251128558
1,21,47000.0,0.225251128558
1,21,48000.0,0.225251128558
1,21,49000.0,
1,21,50000.0,
1,22,5000.0,
1,22,6000.0,
1,22,7000.0,
1,22,8000.0,
1,22,9000.0,
1,22,10000.0,
1,22,11000.0,0.197902430759
1,22,12000.0,0.197902430759
1,22,13000.0,0.197902430759
1,22,14000.0,
1,22,15000.0,
1,22,16000.0,
1,22,17000.0,
1,22,18000.0,
1,22,19000.0,0.06447126072
1,22,20000.0,0.06447126072
1,22,21000.0,0.06447126072
1,22,22000.0,
1,22,23000.0,0.10949523076
1,22,24000.0,0.10949523076
1,22,25000.0,0.10949523076
1,22,26000.0,
1,22,27000.0,
1,22,28000.0,0.142652837167
1,22,29000.0,0.142652837167
1,22,30000.0,0.142652837167
1,22,31000.0,
1,22,32000.0,
1,22,33000.0,
1,22,34000.0,
1,22,35000.0,
1,22,36000.0,
1,22,37000.0,
1,22,38000.0,
1,22,39000.0,
1,22,40000.0,
1,22,41000.0,
1,22,42000.0,9.324921674071
1,22,43000.0,9.324921674071
1,22,44000.0,9.324921674071
1,22,45000.0,
1,22,46000.0,
1,22,47000.0,
1,22,48000.0,
1,22,49000.0,
1,22,50000.0,
1,23,5000.0,
1,23,6000.0,0.028212961067
1,23,7000.0,0.028212961067
1,23,8000.0,0.028212961067
1,23,9000.0,
